Name,Tags,Server end time,File name,Duration,User Name,n_rnn_layers,Epochs,rnn_dim,n_cnn_layers,n_feats,Batch size,Learning Rate,train_curr_step,imag
dann_ssl_us20k_hk1k_0.01_lr0.0001_0508,,1715254626870,main.py,38014,gena0324,4,50,256,4,128,2,1.0E-4,509999,0.0
130_dann_ssl_dann_ssl_fused_hubert_base_wv_cl_us4k_hk1k_lr5p_0.001_0508,,1715180095786,main.py,51755,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
dann_ssl_us4k_hk1k_0.01_0508,,1715155610378,main.py,8228,gena0324,4,50,256,4,128,2,1.0E-5,86276,0.0
accent_embedding_w2v_asr_hbbase_us4k_hk1k_51server_0.005_0508,,1715155604348,main.py,26792,gena0324,4,50,768,4,128,2,1.0E-5,35224,0.0
dann_ssl_us4k_hk1k_0.001_0508,,1715145652553,main.py,9707,gena0324,4,50,256,4,128,2,1.0E-5,101999,0.0
accent_embedding_w2v_classifier_hbbase_us4k_hk1k_51server_0,,1715093393053,main.py,54247,gena0324,4,50,768,4,128,2,1.0E-5,72223,0
dann_ssl_fusion_hb_classifier_hb_base_us4k_hk1k_51server_0,,1715093384127,main.py,54323,gena0324,4,50,768,4,128,2,1.0E-5,72409,0
130_dann_ssl_dann_ssl_fused_w2v_cl_hubert_cl_us4k_hk1k_0.001_0507,,1715093022759,main.py,53636,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
130_dann_ssl_dann_ssl_fused_w2v_cl_hubert_asr_us4k_hk1k_0_0506,,1715007695106,main.py,50821,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
dann_ssl_fusion_hb_classifier_hb_base_us4k_hk1k_51server_0.01,,1714995102460,main.py,38195,gena0324,4,50,768,4,128,2,1.0E-5,50439,0.0
accent_embedding_w2v_classifier_hbbase_us4k_hk1k_51server_0.01,,1714995101833,main.py,38187,gena0324,4,50,768,4,128,2,1.0E-5,50642,0.0
130_dann_ssl_dann_ssl_fused_w2v_cl_hubert_asr_us4k_hk1k_0_0506,,1714956846095,main.py,37,gena0324,4,50,768,4,128,2,1.0E-5,27,0
130_dann_ssl_dann_ssl_fused_w2v_cl_hubert_asr_us4k_hk1k_0.01_0505,,1714946299530,main.py,43567,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
130_dann_ssl_dann_ssl_fused_w2v_asr_hubert_base_us20k_ind5k_0.01_0503,,1714891175345,main.py,187647,gena0324,4,50,768,4,128,2,1.0E-5,509999,0.0
dann_ssl_fusion_hb_classifier_hb_base_us4k_hk1k_51server_0.01,,1714889305506,main.py,17003,gena0324,4,50,768,4,128,2,1.0E-5,22414,0.0
accent_embedding_w2v_classifier_hbbase_us4k_hk1k_51server_0.01,,1714889304169,main.py,17497,gena0324,4,50,768,4,128,2,1.0E-5,23452,0.0
dann_ssl_fusion_hb_classifier_wv_asr_us4k_hk1k_51server_0.001,,1714776791707,main.py,80830,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
dann_ssl_3_dann_ssl_hubert_us4k_hk1.3k_0.001,,1714747854893,main.py,44770,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
130_dann_ssl_dann_ssl_fused_w2v_base_hubert_base_us5k_ind5k_0.001_0425,,1714701357849,main.py,94695,gena0324,4,50,768,4,128,2,1.0E-5,127499,0.0
dann_ssl_fusion_hb_base_wv_asr_us4k_hk1k_51server_0.01,,1714687560844,main.py,81020,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
dann_ssl_3_dann_ssl_us4k_hk1.3k_0.01,,1714652598072,main.py,46160,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
dann_ssl_fusion_hb_base_wv_asr_us4k_hk1k_51server_0,,1714536326684,main.py,81438,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
dann_ssl_3_dann_ssl_us4k_hk1.3k_0,,1714501391074,main.py,46298,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
dann_ssl_fused_hb_base_wv_base_us4k_hk1k_51server_0,,1714429459489,main.py,80933,gena0324,4,50,768,4,128,2,1.0E-5,101999,0
w2v_base_hubert_base_us5k_ind5k_0.001_0425,,1714397115152,main.py,368517,gena0324,4,50,768,4,128,2,1.0E-5,792956,0.0
dann_ssl_3_dann_ssl_us4k_hk1.3k_0.001,,1714394844462,main.py,46613,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
domain_pretrained_hb_base_wv_base_us8k_hk1.3k_second_feature_frozen_0.001,,1714248417085,main.py,152003,gena0324,4,50,768,4,128,2,1.0E-5,203999,0.0
htbase_wvbase_us4k_ind1.5k_128server_0.001,,1714205727795,main.py,94311,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
htbase_wvbase_us4k_hk1k_130server_0.001,,1714134888408,main.py,101366,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
dann_ssl_fused_hb_classifier_wv_base_us4k_hk1k_51server_0.001,,1714106163233,main.py,77723,gena0324,4,50,768,4,128,2,1.0E-5,101999,0.0
domain_pretrained_hb_base_wv_base_us20k_hk1k_second_feature_frozen_0.001,,1714076011162,main.py,334094,gena0324,4,50,768,4,128,2,1.0E-5,509999,0.0
